id;descricao;inicio;fim;tipo_calendario_id;dre_id_eol;ue_id_eol;status;criado_em;bimestre
1706;Ratificação do 3º bimestre;2016-11-16 00:00:00.000;2016-11-30 00:00:00.000;3;109300;014583;1;2016-11-16 11:14:24.743;3
1707;retificação 1º bimestre;2016-11-18 00:00:00.000;2016-11-30 00:00:00.000;3;109300;014583;1;2016-11-18 14:51:50.267;1
1708;Fechamento de Bimestre 1º;2016-11-16 00:00:00.000;2016-11-21 00:00:00.000;3;109300;093912;1;2016-11-18 07:58:33.737;1
1709;Fechamento de Bimestre 2º;2016-11-17 00:00:00.000;2016-11-21 00:00:00.000;3;109300;093912;1;2016-11-18 07:59:13.380;2
1710;Fechamento de Bimestre3º;2016-11-18 00:00:00.000;2016-11-21 00:00:00.000;3;109300;093912;1;2016-11-18 08:00:12.103;3
1711;2º Bimestre;2016-09-16 00:00:00.000;2016-10-09 00:00:00.000;3;109300;093912;1;2016-09-16 12:34:33.653;2
1712;abertura e fechamento dezembro;2016-12-15 00:00:00.000;2016-12-19 00:00:00.000;3;109300;093912;1;2016-12-15 07:36:03.620;1
1713;abertura e fechamento 2 bimestre dezembro;2016-12-15 00:00:00.000;2016-12-19 00:00:00.000;3;109300;093912;1;2016-12-15 07:37:10.457;2
1714;abertura e fechamento do 3 bimestre dezembro;2016-12-15 00:00:00.000;2016-12-19 00:00:00.000;3;109300;093912;1;2016-12-15 07:38:07.820;3
1715;Reabertura do fechamento do 1º bimestre;2016-12-15 00:00:00.000;2016-12-20 00:00:00.000;3;109200;095583;1;2016-12-16 08:44:27.170;1
1716;Reabertura do fechamento do 3º bimestre;2016-12-15 00:00:00.000;2016-12-20 00:00:00.000;3;109200;095583;1;2016-12-16 08:45:42.940;3
1717;Reabertura do 2 bimestre;2016-12-21 00:00:00.000;2016-12-22 00:00:00.000;3;109200;095583;1;2016-12-21 18:53:02.513;2
1718;reabertura do 1º bimestre;2016-06-13 00:00:00.000;2016-07-08 00:00:00.000;3;109200;095583;1;2016-06-30 11:43:31.583;1
1719;fechamento 2ºbimestre;2016-09-16 00:00:00.000;2016-10-09 00:00:00.000;3;108400;094323;1;2016-10-04 12:31:50.650;2
1720;LIBERAÇÃO PARA FECHAMENTO PENDÊNCIAS 1ºB;2016-12-07 00:00:00.000;2016-12-09 00:00:00.000;3;109200;095508;1;2016-12-07 16:31:55.847;1
1721;LIBERAÇÃO PARA FECHAMENTO PENDÊNCIAS 2ºB;2016-12-07 00:00:00.000;2016-12-09 00:00:00.000;3;109200;095508;1;2016-12-07 16:34:00.963;2
1722;LIBERAÇÃO PARA FECHAMENTO PENDÊNCIAS 3ºB;2016-12-07 00:00:00.000;2016-12-09 00:00:00.000;3;109200;095508;1;2016-12-07 16:34:57.027;3
1723;Fechamento do 2º Bimestre;2016-08-04 00:00:00.000;2016-08-08 00:00:00.000;3;109200;019615;1;2016-12-14 12:22:53.667;2
1724;Reabertura do 2º Bimestre;2016-12-19 00:00:00.000;2016-12-22 00:00:00.000;3;109200;019615;1;2016-12-20 11:29:56.907;2
1725;Reabertura do 3º Bimestre;2016-12-19 00:00:00.000;2016-12-22 00:00:00.000;3;109200;019615;1;2016-12-20 11:30:45.033;3
1726;Reabertura do 1º Bimestre;2016-12-19 00:00:00.000;2016-12-22 00:00:00.000;3;109200;019615;1;2016-12-20 11:29:11.913;1
1727;Reabertura  do Bimestre 1º;2016-06-13 00:00:00.000;2016-07-08 00:00:00.000;3;109200;019366;1;2016-06-13 19:04:30.770;1
1728;Reabertura do Fechamento do 1º Bimestre;2016-11-16 00:00:00.000;2016-11-30 00:00:00.000;3;109200;019366;1;2016-11-18 11:00:47.437;1
1729;Reabertura do Fechamento do 2º Bimestre (1);2016-11-16 00:00:00.000;2016-11-30 00:00:00.000;3;109200;019366;1;2016-11-18 11:02:42.430;2
1730;"Reabertura do Fechamento do 3º Bimestre ";2016-11-16 00:00:00.000;2016-11-30 00:00:00.000;3;109200;019366;1;2016-11-18 11:03:39.623;3
1731;"Reabertura do Fechamento do 2º Bimestre ";2016-09-16 00:00:00.000;2016-10-09 00:00:00.000;3;109200;019366;1;2016-09-21 16:25:44.553;2
1732;reabertura do fechamento do 1º bimestre;2016-11-16 00:00:00.000;2016-11-30 00:00:00.000;3;109200;095494;1;2016-11-24 17:39:34.597;1
1733;reabertura do fechamento do 3º bimestre;2016-11-16 00:00:00.000;2016-11-30 00:00:00.000;3;109200;095494;1;2016-11-24 17:44:47.300;3
1734;Retificação 1° bimestre;2016-12-13 00:00:00.000;2016-12-16 00:00:00.000;3;108400;091804;1;2016-12-15 07:48:51.563;1
1735;Retificação 3° bimestre;2016-12-13 00:00:00.000;2016-12-16 00:00:00.000;3;108400;091804;1;2016-12-15 07:56:01.310;3
1736;Retificação 2° bimestre;2016-12-19 00:00:00.000;2016-12-21 00:00:00.000;3;108400;091804;1;2016-12-19 07:34:47.623;2
1737;Retificação do 1º Bimestre;2016-12-01 00:00:00.000;2016-12-22 00:00:00.000;3;108900;019399;1;2016-12-05 10:30:53.933;1
1738;Retificações do 2º Bimestre;2016-12-01 00:00:00.000;2016-12-22 00:00:00.000;3;108900;019399;1;2016-12-05 10:32:49.563;2
1739;Retificações do 3º Bimestre;2016-12-01 00:00:00.000;2016-12-22 00:00:00.000;3;108900;019399;1;2016-12-05 10:34:44.850;3
1740;Retificação e complementação do 1º bimestre;2016-12-20 00:00:00.000;2016-12-22 00:00:00.000;3;108900;093963;1;2016-12-20 17:21:49.283;1
1741;Retificação e complementação do 2º bimestre;2016-12-20 00:00:00.000;2016-12-22 00:00:00.000;3;108900;093963;1;2016-12-20 17:23:02.297;2
1742;Retificação e complementação do 3º bimestre;2016-12-20 00:00:00.000;2016-12-22 00:00:00.000;3;108900;093963;1;2016-12-20 17:23:42.687;3
1743;Fechamento 2º bimestre A;2016-08-01 00:00:00.000;2016-08-31 00:00:00.000;3;109000;094439;1;2016-08-01 10:09:35.847;2
1744;FECHAMENTO  BIMESTRE 1;2016-11-16 00:00:00.000;2016-11-30 00:00:00.000;3;109000;094439;1;2016-11-10 11:21:08.213;3
1745;FECHAMENTO BIMESTRE 2;2016-12-08 00:00:00.000;2016-12-09 00:00:00.000;3;109000;094439;1;2016-12-08 11:29:08.073;2
1746;FECHAMENTO BIMESTRE 2 BIMESTRE;2016-12-08 00:00:00.000;2016-12-09 00:00:00.000;3;109000;094439;1;2016-12-08 11:29:54.497;2
1747;FECHAMENTO 3 BIMESTRE BIMESTRE;2016-12-08 00:00:00.000;2016-12-09 00:00:00.000;3;109000;094439;1;2016-12-08 11:30:57.560;3
1748;FECHAMENTO 1 BIMESTRE BIMESTRE;2016-12-08 00:00:00.000;2016-12-09 00:00:00.000;3;109000;094439;1;2016-12-08 11:31:57.040;1
1749;Pendências do 1º Bimentre;2016-12-12 00:00:00.000;2016-12-15 00:00:00.000;3;109000;019218;1;2016-12-12 13:50:17.970;1
1750;Pendências do 2º Bimentre;2016-12-12 00:00:00.000;2016-12-15 00:00:00.000;3;109000;019218;1;2016-12-12 13:52:07.727;2
1751;Pendências do 3º Bimentre;2016-12-12 00:00:00.000;2016-12-15 00:00:00.000;3;109000;019218;1;2016-12-12 13:52:57.993;3
1752;Retificação 1°Bimentre;2016-11-17 00:00:00.000;2016-11-30 00:00:00.000;3;109000;019218;1;2016-11-17 19:04:17.433;1
1753;Retificação 2° bimestre;2016-11-17 00:00:00.000;2016-11-30 00:00:00.000;3;109000;019218;1;2016-11-17 19:05:21.090;2
1754;Retificação 3°Bimentre;2016-11-17 00:00:00.000;2016-11-30 00:00:00.000;3;109000;019218;1;2016-11-17 19:06:00.843;3
1755;"Alteração 1º bimestre ";2016-11-28 00:00:00.000;2016-11-30 00:00:00.000;3;109000;019218;1;2016-11-28 15:29:48.123;1
1756;"Alteração 2º bimestre ";2016-11-28 00:00:00.000;2016-11-30 00:00:00.000;3;109000;019218;1;2016-11-28 15:40:44.400;2
1757;"Alteração 3º bimestre ";2016-11-28 00:00:00.000;2016-11-30 00:00:00.000;3;109000;019218;1;2016-11-28 15:41:50.750;3
1758;"Pendencias do 1 bimestre2 ";2016-06-13 00:00:00.000;2016-07-08 00:00:00.000;3;109000;019218;1;2016-06-28 19:38:24.047;1
1759;Correção de pendências do 1° Bimestre;2016-06-13 00:00:00.000;2016-07-08 00:00:00.000;3;108500;019456;1;2016-06-30 11:21:54.167;1
1760;RETIFICAÇÃO DO FECHAMENTO 1º BIMESTRE;2016-06-20 00:00:00.000;2016-06-24 00:00:00.000;3;108500;019456;1;2016-06-22 13:53:24.353;1
1761;CORREÇÃO DE PENDÊNCIAS - 2º BIMESTRE;2016-09-16 00:00:00.000;2016-10-09 00:00:00.000;3;108500;019456;1;2016-09-19 10:40:56.390;2
1762;CORREÇÃO DE PENDÊNCIAS DOS BIMESTRES DE 2016;2016-11-16 00:00:00.000;2016-11-30 00:00:00.000;3;108500;019456;1;2016-11-16 08:28:15.390;3
1763;CORREÇÃO DE PENDÊNCIAS DO 2º BIMESTRE DE 2016;2016-11-16 00:00:00.000;2016-11-30 00:00:00.000;3;108500;019456;1;2016-11-16 09:11:09.170;2
1764;CORREÇÃO DE PENDÊNCIAS DO 3º BIMESTRE DE 2016;2016-11-16 00:00:00.000;2016-11-30 00:00:00.000;3;108500;019456;1;2016-11-16 09:14:41.663;3
1765;CORREÇÃO DE PENDÊNCIAS DO 1º BIMESTRE DE 2016;2016-11-16 00:00:00.000;2016-11-30 00:00:00.000;3;108500;019456;1;2016-11-16 09:16:04.713;1
1766;Fechamento do 1º Bimestre;2016-11-16 00:00:00.000;2016-11-30 00:00:00.000;3;109300;093874;1;2016-11-16 12:07:50.630;1
1767;Fechamento do 2º Bimestre;2016-11-16 00:00:00.000;2016-11-30 00:00:00.000;3;109300;093874;1;2016-11-16 12:08:57.600;2
1768;Fechamento do 3º Bimestre;2016-11-16 00:00:00.000;2016-11-30 00:00:00.000;3;109300;093874;1;2016-11-16 12:09:49.070;3
1769;RETIFICAÇÕES DO 3º BIMESTRE;2016-12-19 00:00:00.000;2016-12-21 00:00:00.000;3;108900;094048;1;2016-12-19 12:41:36.263;3
1770;RETIFICAÇÕES DO 2º BIMESTRE;2016-12-19 00:00:00.000;2016-12-21 00:00:00.000;3;108900;094048;1;2016-12-19 12:44:44.910;2
1771;RETIFICAÇÕES DO 1º BIMESTRE;2016-12-19 00:00:00.000;2016-12-21 00:00:00.000;3;108900;094048;1;2016-12-19 12:45:23.023;1
1772;"Retificações do 1º Bimestre ";2016-12-01 00:00:00.000;2016-12-22 00:00:00.000;3;108900;094641;1;2016-12-01 21:40:06.237;1
1773;"Retificações do 2º Bimestre ";2016-12-01 00:00:00.000;2016-12-22 00:00:00.000;3;108900;094641;1;2016-12-01 21:41:15.333;2
1774;Pendencias;2016-12-09 00:00:00.000;2016-12-12 00:00:00.000;3;109200;099660;1;2016-12-09 10:01:54.290;3
1775;"Pendencias defechamento ";2016-12-09 00:00:00.000;2016-12-12 00:00:00.000;3;109200;099660;1;2016-12-09 10:08:08.443;2
1776;Pendências;2016-12-09 00:00:00.000;2016-12-12 00:00:00.000;3;109200;099660;1;2016-12-09 10:11:58.140;1
1777;Reabertura de Fechamento 1º Bimestre;2016-11-16 00:00:00.000;2016-11-30 00:00:00.000;3;109200;099660;1;2016-11-21 09:38:07.420;1
1778;Reabertura de Fechamento do 2º Bimestre;2016-11-16 00:00:00.000;2016-11-30 00:00:00.000;3;109200;099660;1;2016-11-21 09:40:03.770;2
1779;Reabertura de Fechamento do 3º Bimestre;2016-11-16 00:00:00.000;2016-11-30 00:00:00.000;3;109200;099660;1;2016-11-21 09:40:48.687;3
1780;Pendências do 2º Bimestre;2016-09-26 00:00:00.000;2016-10-07 00:00:00.000;3;109200;099660;1;2016-09-26 12:55:01.957;2
1781;Reabertura do Fechamento do 1º Bimestre;2016-06-13 00:00:00.000;2016-07-08 00:00:00.000;3;109200;099660;1;2016-06-17 09:59:51.263;1
1782;Correç. das pendências dos 1º, 2º e 3º bim.;2016-11-16 00:00:00.000;2016-11-30 00:00:00.000;3;109100;093157;1;2016-11-16 15:21:01.733;3
1783;Fechamento de bimestre anterior 1º Bim retificação;2016-11-16 00:00:00.000;2016-11-30 00:00:00.000;3;109300;018210;1;2016-11-16 11:21:30.897;1
1784;fechamento de bimestre anterior 2º Bim retificação;2016-11-16 00:00:00.000;2016-11-30 00:00:00.000;3;109300;018210;1;2016-11-16 11:24:41.057;2
1785;Correções de pendências bimestres anteriores;2016-11-16 00:00:00.000;2016-11-30 00:00:00.000;3;109300;018210;1;2016-11-11 08:14:38.837;3
1786;RETIFICAÇÃO DO 1º BIMESTRE;2016-06-22 00:00:00.000;2016-07-05 00:00:00.000;3;109300;018210;1;2016-06-22 14:13:28.987;1
1787;Fechamento para correções 2º Bimestre;2016-09-16 00:00:00.000;2016-10-02 00:00:00.000;3;109300;018210;1;2016-09-19 09:00:01.490;2
1788;Fechamento do 1º bimestre para correção;2016-12-19 00:00:00.000;2016-12-19 00:00:00.000;3;109300;018210;1;2016-12-19 09:22:53.443;1
1789;Fechamento do 2º bimestre para correção;2016-12-19 00:00:00.000;2016-12-19 00:00:00.000;3;109300;018210;1;2016-12-19 09:24:03.447;2
1790;Fechamento do 3º bimestre para correção;2016-12-19 00:00:00.000;2016-12-19 00:00:00.000;3;109300;018210;1;2016-12-19 09:24:54.683;3
1791;CORREÇÃO 1º BIMESTRE;2016-12-15 00:00:00.000;2016-12-19 00:00:00.000;3;109300;093700;1;2016-12-15 07:11:38.677;1
1792;CORREÇÕES 2º BIMESTRE;2016-12-15 00:00:00.000;2016-12-19 00:00:00.000;3;109300;093700;1;2016-12-15 07:13:02.407;2
1793;CORREÇÕES 3º BIMESTRE;2016-12-15 00:00:00.000;2016-12-19 00:00:00.000;3;109300;093700;1;2016-12-15 07:13:54.017;3
1794;CORREÇÕES DE PENDÊNCIAS 2º BIMESTRE;2016-09-16 00:00:00.000;2016-10-09 00:00:00.000;3;109300;093700;1;2016-09-19 10:24:57.483;2
1795;CORREÇÕES DE PEND. 1º BIMESTRE;2016-11-16 00:00:00.000;2016-11-30 00:00:00.000;3;109300;093700;1;2016-11-11 07:52:10.870;1
1796;CORREÇÕES DE PEND. 2º BIMESTRE;2016-11-16 00:00:00.000;2016-11-30 00:00:00.000;3;109300;093700;1;2016-11-11 08:01:54.897;2
1797;CORREÇÕES DE PEND. 3º BIMESTRE;2016-11-16 00:00:00.000;2016-11-30 00:00:00.000;3;109300;093700;1;2016-11-11 08:03:53.420;3
1798;Fechamento 2ºbimestre;2016-12-20 00:00:00.000;2016-12-22 00:00:00.000;3;108300;093301;1;2016-12-20 09:54:43.133;2
1799;FECHAMENTO DO 2º BIMESTRE - 3;2016-12-20 00:00:00.000;2016-12-22 00:00:00.000;3;108400;094218;1;2016-12-21 14:16:38.883;2
1800;fechamento do bimestre II;2016-12-15 00:00:00.000;2016-12-19 00:00:00.000;3;108400;094218;1;2016-12-15 09:28:45.203;3
1801;FECHAMENTO DO 1º BIMESTRE - 2;2016-12-13 00:00:00.000;2016-12-16 00:00:00.000;3;108400;094218;1;2016-12-14 13:31:19.507;1
1802;FECHAMENTO DO 2º BIMESTRE - 2;2016-12-13 00:00:00.000;2016-12-16 00:00:00.000;3;108400;094218;1;2016-12-14 13:32:07.367;2
1803;ABERTURA DO 1º BIMESTRE PARA CORREÇÕES;2016-06-13 00:00:00.000;2016-07-08 00:00:00.000;3;108400;094218;1;2016-06-21 10:38:01.397;1
1804;RETIFICAÇÃO DO 1 BIMESTRE;2016-12-13 00:00:00.000;2016-12-16 00:00:00.000;3;108500;097063;1;2016-12-13 11:55:31.693;1
1805;2a. Retificação do 2 BIMESTRE;2016-12-13 00:00:00.000;2016-12-16 00:00:00.000;3;108500;097063;1;2016-12-13 11:56:25.213;2
1806;2a. Retificação do 3 BIMESTRE;2016-12-13 00:00:00.000;2016-12-16 00:00:00.000;3;108500;097063;1;2016-12-13 11:57:59.513;3
1807;FECHAMENTO PARA PENDÊNCIAS - 1º BIMESTRE;2016-11-16 00:00:00.000;2016-11-30 00:00:00.000;3;108500;019369;1;2016-11-22 13:32:15.683;1
1808;FECHAMENTO PARA PENDÊNCIAS - 2º BIMESTRE;2016-11-16 00:00:00.000;2016-11-30 00:00:00.000;3;108500;019369;1;2016-11-22 13:32:53.750;2
1809;FECHAMENTO PARA PENDÊNCIAS - 3º BIMESTRE;2016-11-16 00:00:00.000;2016-11-30 00:00:00.000;3;108500;019369;1;2016-11-22 13:33:33.063;3
1810;RETIFICAÇÃO DO 1º, 2º e 3º BIM;2016-12-19 00:00:00.000;2016-12-22 00:00:00.000;3;108900;094005;1;2016-12-20 11:54:08.013;1
1811;RETIFICAÇÃO DO 1º, 2º e 3º BIMES;2016-12-19 00:00:00.000;2016-12-22 00:00:00.000;3;108900;094005;1;2016-12-20 11:54:52.540;2
1812;RETIFICAÇÃO DO 1º, 2º e 3º BIMESTRE;2016-12-19 00:00:00.000;2016-12-22 00:00:00.000;3;108900;094005;1;2016-12-20 11:55:22.417;3
1813;Acerto de Pendências - 2º Bim;2016-12-15 00:00:00.000;2016-12-20 00:00:00.000;3;109300;093840;1;2016-12-15 15:12:02.363;2
1814;Acerto de Pendências - 1º Bimestre;2016-12-15 00:00:00.000;2016-12-20 00:00:00.000;3;109300;093840;1;2016-12-15 15:10:46.737;1
1815;Acerto de Pendências - 3º Bim;2016-12-15 00:00:00.000;2016-12-20 00:00:00.000;3;109300;093840;1;2016-12-15 15:12:36.207;3
1816;Correção de Pendências do 1º Bimestre;2016-11-16 00:00:00.000;2016-11-30 00:00:00.000;3;109300;093840;1;2016-11-10 10:55:47.673;1
1817;Correção de Pendências do 2º Bimestre;2016-11-16 00:00:00.000;2016-11-30 00:00:00.000;3;109300;093840;1;2016-11-10 10:56:33.783;2
1818;Correção de Pendências do 3º Bimestre;2016-11-16 00:00:00.000;2016-11-30 00:00:00.000;3;109300;093840;1;2016-11-10 10:57:22.770;3
1819;Correções de Pendências - 2º Bimestre;2016-09-16 00:00:00.000;2016-10-09 00:00:00.000;3;109300;093840;1;2016-10-03 10:40:02.357;2
1820;Acerto de Pendências - 2º Bimestre;2016-09-02 00:00:00.000;2016-09-06 00:00:00.000;3;109300;093840;1;2016-09-02 10:13:50.350;2
1821;CORREÇÃO DE PENDÊNCIAS DO 2º BIMESTRE;2016-09-16 00:00:00.000;2016-10-09 00:00:00.000;3;108600;019385;1;2016-09-26 07:34:06.907;2
1822;Correção de pendências;2016-11-16 00:00:00.000;2016-11-30 00:00:00.000;3;108600;019385;1;2016-11-16 17:46:41.163;1
1823;Correção de pendências II;2016-11-16 00:00:00.000;2016-11-30 00:00:00.000;3;108600;019385;1;2016-11-16 17:47:54.847;2
1824;Correção de pendências III;2016-11-16 00:00:00.000;2016-11-30 00:00:00.000;3;108600;019385;1;2016-11-16 17:48:30.870;3
1825;PENDÊNCIAS 3º BIMESTRE;2016-12-09 00:00:00.000;2016-12-12 00:00:00.000;3;108600;019385;1;2016-12-09 13:46:28.107;3
1826;Pendências do 1º Bim;2016-12-07 00:00:00.000;2016-12-09 00:00:00.000;3;108400;094692;1;2016-12-08 16:29:10.713;1
1827;Pendências do 2º Bim.;2016-12-07 00:00:00.000;2016-12-09 00:00:00.000;3;108400;094692;1;2016-12-08 16:36:31.753;2
1828;Pendências do 3º bim.;2016-12-07 00:00:00.000;2016-12-09 00:00:00.000;3;108400;094692;1;2016-12-08 16:37:42.317;3
1829;Fechamento de Pendências 2° Bim.;2016-12-13 00:00:00.000;2016-12-16 00:00:00.000;3;108400;094692;1;2016-12-13 21:23:45.753;2
1830;Pendências 1°Bim.;2016-12-19 00:00:00.000;2016-12-22 00:00:00.000;3;108400;094692;1;2016-12-19 21:21:03.670;1
1831;Fechamento 2° Bim.;2016-12-19 00:00:00.000;2016-12-22 00:00:00.000;3;108400;094692;1;2016-12-19 21:28:00.873;2
1832;Fechamento 3° Bim.;2016-12-19 00:00:00.000;2016-12-22 00:00:00.000;3;108400;094692;1;2016-12-19 21:29:53.770;3
1833;Fechamento do 1º bimestre  cp;2016-06-13 00:00:00.000;2016-07-08 00:00:00.000;3;108400;094692;1;2016-06-13 16:37:27.433;1
1834;Retificação 1ºBimestre;2016-12-15 00:00:00.000;2016-12-20 00:00:00.000;3;108900;094081;1;2016-12-15 14:45:58.193;1
1835;~Retificação 2ºBimestre;2016-12-15 00:00:00.000;2016-12-20 00:00:00.000;3;108900;094081;1;2016-12-15 14:46:49.913;2
1836;Retificação 3ºBimestre;2016-12-15 00:00:00.000;2016-12-20 00:00:00.000;3;108900;094081;1;2016-12-15 14:47:35.947;3
1837;acerto de pendências do 2º bimestre;2016-12-08 00:00:00.000;2016-12-09 00:00:00.000;3;109000;094510;1;2016-12-08 14:40:31.783;2
1838;acerto de pendências do 3º bimestre;2016-12-08 00:00:00.000;2016-12-09 00:00:00.000;3;109000;094510;1;2016-12-08 14:44:07.643;3
1839;acerto de pendências do bimestre 3º;2016-12-08 00:00:00.000;2016-12-09 00:00:00.000;3;109000;094510;1;2016-12-08 14:45:24.193;3
1840;acerto de pendências do  1º bimestre;2016-12-08 00:00:00.000;2016-12-09 00:00:00.000;3;109000;094510;1;2016-12-08 14:37:50.503;1
1841;correção 1º bimestre;2016-07-04 00:00:00.000;2016-07-08 00:00:00.000;3;109000;094510;1;2016-07-05 13:16:53.457;1
1842;Verificação de boletim;2016-11-16 00:00:00.000;2016-11-30 00:00:00.000;3;109000;094510;1;2016-11-10 14:20:36.167;3
1843;acerto de pendências do 1º bimestre;2016-11-16 00:00:00.000;2016-11-30 00:00:00.000;3;109000;094510;1;2016-11-10 14:16:44.047;1
1844;Correção de pendências;2016-06-13 00:00:00.000;2016-07-08 00:00:00.000;3;108400;019394;1;2016-06-14 16:11:07.980;1
1845;correção de pendências 2 bimestre;2016-12-08 00:00:00.000;2016-12-09 00:00:00.000;3;108400;019394;1;2016-12-09 15:27:34.577;2
1846;Correção de pendências ok;2016-12-08 00:00:00.000;2016-12-09 00:00:00.000;3;108400;019394;1;2016-12-09 11:01:26.600;3
1847;Correção de pendências 1bim ok;2016-12-08 00:00:00.000;2016-12-09 00:00:00.000;3;108400;019394;1;2016-12-09 11:04:15.793;1
1848;correção de pendências 2bim prorrogado;2016-12-13 00:00:00.000;2016-12-16 00:00:00.000;3;108400;019394;1;2016-12-13 14:33:27.040;2
1849;correção de pendências 2 bim prorrogado;2016-12-13 00:00:00.000;2016-12-16 00:00:00.000;3;108400;019394;1;2016-12-13 14:36:11.390;2
1850;correção de pendências 3bim prorrogado;2016-12-13 00:00:00.000;2016-12-16 00:00:00.000;3;108400;019394;1;2016-12-13 14:41:44.557;3
1851;correção de pendências 1bim prorrogado;2016-12-13 00:00:00.000;2016-12-16 00:00:00.000;3;108400;019394;1;2016-12-13 14:44:23.000;1
1852;Fechamento 1 bimestre 2;2016-12-13 00:00:00.000;2016-12-15 00:00:00.000;3;108500;019264;1;2016-12-13 07:37:29.163;1
1853;Fechamento 2º B 2;2016-12-13 00:00:00.000;2016-12-15 00:00:00.000;3;108500;019264;1;2016-12-13 07:38:04.383;2
1854;Fechamento 3º B 2;2016-12-13 00:00:00.000;2016-12-15 00:00:00.000;3;108500;019264;1;2016-12-13 07:38:36.167;3
1855;Fechamento 1º bimestre 3;2016-12-21 00:00:00.000;2016-12-22 00:00:00.000;3;108500;019264;1;2016-12-21 16:28:31.123;1
1856;Fechamento 2º bimestre 3;2016-12-21 00:00:00.000;2016-12-22 00:00:00.000;3;108500;019264;1;2016-12-21 16:31:28.647;2
1857;Retificação Final do 1º Bimestre;2016-12-13 00:00:00.000;2016-12-22 00:00:00.000;3;108200;019348;1;2016-12-13 12:28:03.360;1
1858;Retificação Final do 2º Bimestre;2016-12-13 00:00:00.000;2016-12-22 00:00:00.000;3;108200;019348;1;2016-12-13 12:28:59.720;2
1859;Retificação Final do 3º Bimestre;2016-12-13 00:00:00.000;2016-12-22 00:00:00.000;3;108200;019348;1;2016-12-13 12:30:03.690;3
1860;CORREÇÃO DAS PENDÊNCIAS;2016-06-13 00:00:00.000;2016-07-08 00:00:00.000;3;108300;093360;1;2016-06-10 17:16:13.473;1
1861;INICIO DO FECHAMENTO DO 1º BIMESTRE;2016-08-17 00:00:00.000;2016-08-19 00:00:00.000;3;108300;093360;1;2016-08-17 16:57:57.480;1
1862;INICIO DO FECHAMENTO DO 2º BIMESTRE;2016-08-17 00:00:00.000;2016-08-19 00:00:00.000;3;108300;093360;1;2016-08-17 16:58:59.000;2
1863;Inicio de Resolvendo pendência do 3º bimestre;2016-11-21 00:00:00.000;2016-11-30 00:00:00.000;3;108300;093360;1;2016-11-21 15:04:13.567;3
1864;Resolvendo pendência do 2º bimestre;2016-11-23 00:00:00.000;2016-11-30 00:00:00.000;3;108300;093360;1;2016-11-23 16:55:45.607;2
1865;Período de retificação de dados do 2º bimestre;2016-11-16 00:00:00.000;2016-11-30 00:00:00.000;3;109100;093289;1;2016-11-16 13:27:22.670;2
1866;Período de retificação de dados do SGP 2º bimestre;2016-11-16 00:00:00.000;2016-11-30 00:00:00.000;3;109100;093289;1;2016-11-16 13:31:35.663;2
1867;Período de retificação de dados do SGP 3º bimestre;2016-11-16 00:00:00.000;2016-11-30 00:00:00.000;3;109100;093289;1;2016-11-16 13:32:29.323;3
1868;Correção de pendências do 2º bimestre;2016-11-16 00:00:00.000;2016-11-30 00:00:00.000;3;108600;095371;1;2016-11-16 13:06:58.400;2
1869;Correção de pendências do 1º bimestre;2016-11-16 00:00:00.000;2016-11-30 00:00:00.000;3;108600;095371;1;2016-11-16 12:58:22.377;1
1870;Correção de pendências do 3º bimestre;2016-11-16 00:00:00.000;2016-11-30 00:00:00.000;3;108600;095371;1;2016-11-16 13:24:06.497;3
1871;Correção de pendências 1ºB;2016-11-23 00:00:00.000;2016-11-30 00:00:00.000;3;108800;094714;1;2016-11-23 11:37:24.437;1
1872;Correção de pendências 2ºB;2016-11-23 00:00:00.000;2016-11-30 00:00:00.000;3;108800;094714;1;2016-11-23 11:37:56.870;2
1873;Correção de pendências 3ºB;2016-11-23 00:00:00.000;2016-11-30 00:00:00.000;3;108800;094714;1;2016-11-23 11:38:46.807;3
1874;Correção de Pendências 1B;2016-11-28 00:00:00.000;2016-11-30 00:00:00.000;3;108100;011924;1;2016-11-28 07:28:58.973;1
1875;Correção de Pendências 2B;2016-11-28 00:00:00.000;2016-11-30 00:00:00.000;3;108100;011924;1;2016-11-28 07:29:38.263;2
1876;Correção de Pendências 3B;2016-11-28 00:00:00.000;2016-11-30 00:00:00.000;3;108100;011924;1;2016-11-28 07:30:13.230;3
1877;Período de retificação´- Fechamento do 1º bimestre;2016-06-27 00:00:00.000;2016-07-08 00:00:00.000;3;108100;011924;1;2016-06-27 09:36:09.297;1
1878;Correção de Pendências 1B - 2;2016-12-16 00:00:00.000;2016-12-20 00:00:00.000;3;108100;011924;1;2016-12-16 07:37:47.207;1
1879;Correção de Pendências 2B - 2;2016-12-16 00:00:00.000;2016-12-20 00:00:00.000;3;108100;011924;1;2016-12-16 07:38:32.997;2
1880;Correção de Pendências 3B - 2;2016-12-16 00:00:00.000;2016-12-20 00:00:00.000;3;108100;011924;1;2016-12-16 07:39:05.883;3
1881;Correção de Pendências 2B - 3;2016-12-21 00:00:00.000;2016-12-22 00:00:00.000;3;108100;011924;1;2016-12-22 07:58:17.803;2
1882;Correção de Pendências 3B - 3;2016-12-21 00:00:00.000;2016-12-22 00:00:00.000;3;108100;011924;1;2016-12-22 08:03:12.773;3
1883;Correção de Pendências 1B - 3;2016-12-21 00:00:00.000;2016-12-22 00:00:00.000;3;108100;011924;1;2016-12-22 08:03:48.017;1
